InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalAmount
INV502252,SC40682,VINTAGE UNION JACK MEMOBOARD,8,2022-07-22 20:21:39.139827,0.98,C1111,Netherlands,7.84
INV502253,SC57864,RECYCLED ACAPULCO MAT,8,2023-01-29 03:43:49.245849,2.5,C1141,United Kingdom,20.0
INV502254,SC94416,SET OF 3 CAKE TINS PANTRY DESIGN,9,2023-04-23 03:40:21.844368,0.96,C1463,Germany,8.64
INV502255,SC65114,RECYCLED ACAPULCO MAT,7,2023-12-20 05:00:26.645329,2.22,C1023,United Kingdom,15.540000000000001
INV502256,SC48067,BLUE POLKADOT MADELEINE GIFT BAG,14,2023-04-02 14:11:12.614522,0.85,C1048,Portugal,11.9
INV502257,SC52685,PLASTERS IN TIN SKULL,2,2023-06-28 22:37:36.931386,1.25,C1499,United Kingdom,2.5
INV502258,SC28073,LARGE CHINESE STYLE BOWL,11,2023-01-24 18:44:00.048009,3.21,C1287,France,35.31
INV502259,SC46035,METAL SIGN TAKE IT OR LEAVE IT,8,2022-03-22 01:26:42.320464,11.77,C1330,United Kingdom,94.16
INV502260,SC74977,MAGIC DRAWING SLATE,13,2023-11-23 09:01:32.898579,2.29,C1364,United Kingdom,29.77
INV502261,SC93362,SET 12 COLOUR PENCILS DOLLY GIRL,15,2023-08-04 16:36:06.193238,3.99,C1010,United Kingdom,59.85
INV502262,SC75450,JUMBO STORAGE BAG SUKI,3,2022-07-01 09:52:32.070414,2.83,C1187,United Kingdom,8.49
INV502263,SC20382,PACK OF 6 BIRDY GIFT TAGS,14,2023-07-21 16:36:40.760152,2.57,C1067,United Kingdom,35.98
INV502264,SC14437,NOTEBOOK A7 IVORY,15,2023-08-09 01:35:55.391078,0.7,C1444,United Kingdom,10.5
INV502265,SC80971,BAG 250g SWIRLY MARBLES,2,2023-01-07 17:14:42.176435,0.97,C1089,Belgium,1.94
INV502266,SC74612,DOORMAT NEW ENGLAND,19,2023-04-13 05:40:46.329265,6.94,C1109,United Kingdom,131.86
INV502267,SC71929,REGENCY CAKESTAND 3 TIER,12,2022-05-04 05:24:55.739147,2.08,C1388,Portugal,24.96
INV502268,SC22329,NOTEBOOK A7 IVORY,4,2023-10-25 19:02:43.472694,3.36,C1163,United Kingdom,13.44
INV502269,SC35169,SET 12 COLOUR PENCILS DOLLY GIRL,3,2022-01-07 06:29:44.516903,2.75,C1480,United Kingdom,8.25
INV502270,SC97468,NOTEBOOK A7 IVORY,5,2022-04-06 22:56:03.072614,1.93,C1447,Germany,9.65
INV502271,SC44594,SMALL HEART FLOWERS HOOK,3,2023-12-05 08:01:03.372674,1.97,C1205,United Kingdom,5.91
INV502272,SC86957,GINGERBREAD MAN COOKIE CUTTER,15,2023-07-28 02:36:24.916983,2.93,C1031,United Kingdom,43.95
INV502273,SC70631,ROUND SNACK BOXES SET OF 4 WOODLAND,19,2023-02-23 02:12:47.673534,0.96,C1326,Germany,18.24
INV502274,SC55033,MEDIUM CERAMIC TOP STORAGE JAR,2,2023-06-16 20:08:06.817363,1.97,C1073,United Kingdom,3.94
INV502275,SC73133,JUMBO BAG WOODLAND ANIMALS,12,2023-02-10 16:43:18.279655,2.28,C1250,France,27.36
INV502276,SC83165,FELT CHRISTMAS TREE WITH BAUBLES,5,2022-09-04 14:19:51.118223,13.12,C1449,United Kingdom,65.6
INV502277,SC83861,MEDIUM CERAMIC TOP STORAGE JAR,17,2022-11-21 11:16:38.839767,1.8,C1393,United Kingdom,30.6
INV502278,SC62290,STAINLESS STEEL KITCHEN COLANDER,14,2023-03-24 02:41:36.019203,3.6,C1354,Belgium,50.4
INV502279,SC41750,CHRISTMAS GINGHAM STAR,10,2022-10-11 22:18:18.939787,0.94,C1020,Netherlands,9.399999999999999
INV502280,SC50461,ALARM CLOCK BAKELIKE PINK,3,2022-07-19 01:21:48.501700,0.7,C1295,United Kingdom,2.0999999999999996
INV502281,SC83800,FELT CHRISTMAS TREE WITH BAUBLES,4,2023-04-02 10:41:12.974594,6.66,C1297,Switzerland,26.64
INV502282,SC88222,LARGE CHINESE STYLE BOWL,6,2023-10-24 01:02:47.793558,4.44,C1327,USA,26.64
INV502283,SC34226,RECYCLED ACAPULCO MAT,16,2023-10-22 07:02:52.114422,1.65,C1301,United Kingdom,26.4
INV502284,SC16721,JUMBO BAG RED RETROSPOT,7,2022-05-22 00:24:11.810362,2.61,C1337,United Kingdom,18.27
INV502285,SC66154,METAL SIGN TAKE IT OR LEAVE IT,15,2022-07-24 17:51:34.458891,0.94,C1072,USA,14.1
INV502286,SC30609,PAPER CHAIN KIT VINTAGE CHRISTMAS,11,2022-03-12 17:27:05.365073,4.18,C1373,United Kingdom,45.98
INV502287,SC62130,LARGE CHINESE STYLE BOWL,1,2022-09-13 22:19:28.073614,0.72,C1040,United Kingdom,0.72
INV502288,SC82909,COLOURING PENCILS BROWN TUBE,5,2023-06-14 08:38:12.938587,4.74,C1093,United Kingdom,23.700000000000003
INV502289,SC65249,JUMBO BAG WOODLAND ANIMALS,13,2023-03-09 19:42:11.306261,2.87,C1131,Netherlands,37.31
INV502290,SC58895,CHILDRENS CUTLERY DOLLY GIRL,14,2022-08-19 06:20:31.446289,1.48,C1098,USA,20.72
INV502291,SC15656,CAT BOWL PINK,9,2023-02-12 14:13:13.598719,6.45,C1397,Germany,58.050000000000004
INV502292,SC84520,STRAWBERRY LUNCH BOX WITH CUTLERY,17,2022-01-08 06:59:41.996399,13.32,C1397,USA,226.44
INV502293,SC73740,METAL SIGN TAKE IT OR LEAVE IT,15,2022-08-30 22:20:02.640528,1.38,C1052,United Kingdom,20.7
INV502294,SC74309,REGENCY CAKESTAND 3 TIER,7,2023-09-20 01:34:11.690338,5.42,C1495,United Kingdom,37.94
INV502295,SC39984,PLASTERS IN TIN SKULL,12,2023-02-11 10:13:16.479295,4.66,C1228,Germany,55.92
INV502296,SC83822,VINTAGE UNION JACK MEMOBOARD,6,2023-11-06 21:32:13.586717,4.63,C1127,USA,27.78
INV502297,SC15901,IVORY KNITTED MUG COSY,16,2022-11-11 06:17:04.044808,9.96,C1211,United Kingdom,159.36
INV502298,SC41552,ZINC WILLIE WINKIE  CANDLE STICK,5,2023-09-26 18:33:55.127025,2.5,C1284,United Kingdom,12.5
INV502299,SC41055,DOORMAT NEW ENGLAND,9,2023-09-09 20:34:36.895379,3.86,C1278,United Kingdom,34.74
INV502300,SC47685,MEDIUM CERAMIC TOP STORAGE JAR,14,2023-04-06 23:11:01.812362,5.71,C1494,United Kingdom,79.94
INV502301,SC83965,LARGE LETTER BOX KINGS ROAD,8,2022-08-24 08:50:18.843768,2.46,C1340,United Kingdom,19.68
INV502302,SC24716,ROUND SNACK BOXES SET OF 4 WOODLAND,14,2023-02-03 23:43:34.842968,2.47,C1158,United Kingdom,34.580000000000005
INV502303,SC21138,JUMBO BAG RED RETROSPOT,12,2022-03-01 04:57:33.810762,1.65,C1351,Australia,19.799999999999997
INV502304,SC45298,SMALL HEART FLOWERS HOOK,10,2023-05-08 18:09:43.316663,5.05,C1232,United Kingdom,50.5
INV502305,SC61112,DOORSTOP UNION JACK,13,2023-09-05 01:04:48.777755,3.98,C1070,France,51.74
INV502306,SC33429,LARGE CHINESE STYLE BOWL,19,2022-07-21 19:51:41.660332,2.3,C1204,United Kingdom,43.699999999999996
INV502307,SC60200,PAPER CHAIN KIT VINTAGE CHRISTMAS,15,2023-06-23 20:07:49.533906,2.13,C1188,United Kingdom,31.95
INV502308,SC81308,STRAWBERRY CERAMIC TRINKET BOX,8,2023-10-19 02:03:00.036007,0.73,C1150,Germany,5.84
,SC58244,FELT CHRISTMAS TREE WITH BAUBLES,10,2023-12-17 21:00:32.406481,0.52,C1007,Portugal,5.2
INV502310,SC27347,GINGERBREAD MAN COOKIE CUTTER,3,2023-02-28 04:42:35.071014,2.76,C1331,United Kingdom,8.28
INV502311,SC26920,PARTY BUNTING,3,2022-08-26 13:20:13.442688,2.12,C1099,Portugal,6.36
INV502312,SC41822,NOTEBOOK A7 IVORY,5,2023-04-21 16:40:25.445089,5.27,C1015,Belgium,26.349999999999998
INV502313,SC56659,RED RETROSPOT MINI CASES,16,2022-05-30 14:53:50.566113,2.85,C1153,United Kingdom,45.6
INV502314,SC50108,METAL SIGN TAKE IT OR LEAVE IT,17,2023-03-12 21:12:03.744748,8.78,C1156,United Kingdom,149.26
INV502315,SC99099,COLOURING PENCILS BROWN TUBE,6,2022-11-21 07:46:39.199839,1.15,C1092,France,6.8999999999999995
INV502316,SC17967,IVORY KNITTED MUG COSY,16,2023-03-02 19:42:28.589717,14.36,C1261,United Kingdom,229.76
INV502317,SC21871,RED RETROSPOT MINI CASES,2,2023-09-22 06:04:06.289257,1.56,C1036,United Kingdom,3.12
INV502318,SC87452,MEDIUM CERAMIC TOP STORAGE JAR,15,2023-09-15 09:34:23.212642,3.59,C1160,United Kingdom,53.849999999999994
INV502319,SC84270,PACK OF 12 LONDON TISSUES,18,2023-02-10 20:13:17.919583,2.59,C1350,United Kingdom,46.62
INV502320,SC43613,WHITE HANGING HEART T-LIGHT HOLDER,1,2022-07-26 01:21:31.218243,1.84,C1173,USA,1.84
INV502321,SC38179,JUMBO STORAGE BAG SUKI,19,2023-11-02 09:02:24.748949,0.95,C1316,United Kingdom,18.05
INV502322,SC62188,PLASTERS IN TIN SKULL,12,2023-06-16 23:38:06.457291,0.93,C1424,United Kingdom,11.16
INV502323,SC65099,JUMBO BAG WOODLAND ANIMALS,8,2023-02-14 11:43:08.917783,4.23,C1017,United Kingdom,33.84
INV502324,SC45262,VINTAGE UNION JACK MEMOBOARD,6,2023-05-01 18:10:00.600120,1.92,C1485,France,11.52
INV502325,SC88213,METAL SIGN TAKE IT OR LEAVE IT,12,2022-11-14 14:46:55.763152,10.26,C1366,Germany,123.12
INV502326,SC28268,PACK OF 6 BIRDY GIFT TAGS,7,2022-04-27 05:25:13.022604,1.68,C1350,USA,11.76
INV502327,SC87866,LUNCH BAG RED RETROSPOT,18,2023-02-20 00:42:55.235047,12.82,C1015,Spain,230.76
INV502328,SC96269,SMALL HEART FLOWERS HOOK,14,2022-05-16 11:24:25.493098,1.19,C1359,Germany,16.66
INV502329,SC70545,IVORY KNITTED MUG COSY,8,2023-12-04 14:31:05.173034,0.83,C1434,United Kingdom,6.64
INV502330,SC82146,STRAWBERRY CERAMIC TRINKET BOX,14,2023-03-27 18:11:27.017403,1.62,C1420,United Kingdom,22.68
INV502331,SC81966,RED RETROSPOT MINI CASES,5,2022-11-26 20:46:25.517103,7.0,C1269,France,35.0
INV502332,SC49922,STAINLESS STEEL KITCHEN COLANDER,9,2022-07-14 09:22:00.024004,2.71,C1358,Belgium,24.39
INV502333,SC89364,ASSORTED COLOUR BIRD ORNAMENT,8,2022-07-05 18:52:21.268253,0.94,C1067,USA,7.52
INV502334,SC52913,SMALL HEART FLOWERS HOOK,2,2023-10-31 08:02:29.789957,1.18,C1029,Germany,2.36
INV502335,SC65677,FELT CHRISTMAS TREE WITH BAUBLES,16,2023-05-23 11:39:06.949389,1.62,C1315,United Kingdom,25.92
INV502336,SC59841,JUMBO STORAGE BAG SUKI,13,2023-05-03 08:39:56.639327,3.18,C1308,United Kingdom,41.34
INV502337,SC56332,JUMBO BAG RED RETROSPOT,7,2022-06-27 11:22:41.792358,1.71,C1224,United Kingdom,11.969999999999999
INV502338,SC35032,ROUND SNACK BOXES SET OF 4 WOODLAND,16,2022-08-02 11:51:12.854570,4.62,C1163,United Kingdom,73.92
INV502339,SC47846,ZINC WILLIE WINKIE  CANDLE STICK,7,2023-10-05 19:33:32.802560,3.37,C1413,United Kingdom,23.59
INV502340,SC69474,MAGIC DRAWING SLATE,14,2023-09-01 16:34:57.059411,6.71,C1319,United Kingdom,93.94
INV502341,SC54936,METAL SIGN TAKE IT OR LEAVE IT,14,2023-11-27 14:31:22.456491,2.59,C1013,United Kingdom,36.26
INV502342,SC39794,STRAWBERRY CERAMIC TRINKET BOX,12,2022-01-02 21:29:55.319063,1.71,C1278,Germany,20.52
INV502343,SC71588,COLOURING PENCILS BROWN TUBE,1,2022-12-01 09:16:14.354870,17.28,C1431,United Kingdom,17.28
INV502344,SC80984,CERAMIC STAR XMAS DECORATION,1,2022-10-26 05:17:43.652730,1.82,C1155,Germany,1.82
INV502345,SC60331,JUMBO STORAGE BAG SUKI,12,2022-06-01 05:23:46.605321,2.18,C1121,United Kingdom,26.160000000000004
INV502346,SC38141,JUMBO BAG RED RETROSPOT,15,2023-08-25 23:35:13.622724,5.47,C1262,United Kingdom,82.05
INV502347,SC19074,COLOURING PENCILS BROWN TUBE,4,2022-08-01 18:21:14.654930,0.78,C1169,USA,3.12
INV502348,SC16406,ALARM CLOCK BAKELIKE PINK,7,2022-02-07 07:58:27.821564,1.97,C1009,United Kingdom,13.79
INV502349,SC33291,SMALL HEART FLOWERS HOOK,16,2023-08-26 03:05:13.262652,0.77,C1451,USA,12.32
INV502350,SC51568,SMALL HEART FLOWERS HOOK,3,2023-08-17 23:05:33.426685,0.95,C1171,United Kingdom,2.8499999999999996
INV502351,SC56851,PLASTERS IN TIN SKULL,7,2022-07-07 02:22:18.027605,0.51,C1357,United Kingdom,3.5700000000000003
INV502352,SC64823,JUMBO STORAGE BAG SUKI,6,2023-05-24 12:09:04.428885,0.53,C1012,United Kingdom,3.18
INV502353,SC33312,PACK OF 12 LONDON TISSUES,16,2022-11-15 11:46:53.602720,1.94,C1212,United Kingdom,31.04
INV502354,SC53108,MEDIUM CERAMIC TOP STORAGE JAR,8,2022-02-22 04:57:51.094218,5.47,C1160,United Kingdom,43.76
INV502355,SC76918,FELT CHRISTMAS TREE WITH BAUBLES,6,2023-07-07 20:07:14.966993,3.15,C1231,Netherlands,18.9
INV502357,SC51779,SET 12 COLOUR PENCILS DOLLY GIRL,16,2023-04-10 18:10:52.450490,2.7,C1470,Germany,43.2
INV502358,SC78828,HEART OF WICKER SMALL,11,2023-10-19 02:03:00.036007,5.64,C1159,United Kingdom,62.04
INV502359,SC22411,COLOURING PENCILS BROWN TUBE,13,2022-06-28 15:22:38.911782,6.87,C1126,United Kingdom,89.31
INV502360,SC67009,STRAWBERRY CERAMIC TRINKET BOX,6,2022-12-01 23:16:12.914582,6.19,C1047,Australia,37.14
INV502361,SC25422,LUNCH BAG RED RETROSPOT,1,2022-02-10 09:28:20.260052,5.52,C1260,Switzerland,5.52
INV502362,SC52468,ROUND SNACK BOXES SET OF 4 WOODLAND,19,2023-09-06 12:04:45.177035,1.11,C1060,United Kingdom,21.090000000000003
INV502363,SC42371,DOORMAT NEW ENGLAND,12,2022-10-17 14:48:04.896979,3.2,C1121,United Kingdom,38.400000000000006
INV502364,SC67022,STRAWBERRY CERAMIC TRINKET BOX,6,2023-06-01 19:38:43.904780,3.12,C1089,United Kingdom,18.72
INV502365,SC81229,PLASTERS IN TIN VINTAGE PAISLEY,18,2023-02-12 07:13:14.318863,2.75,C1358,USA,49.5
INV502366,SC61196,REGENCY CAKESTAND 3 TIER,13,2022-02-27 00:27:39.211842,2.47,C1254,United Kingdom,32.11
INV502367,SC90354,STRAWBERRY LUNCH BOX WITH CUTLERY,7,2022-05-22 03:54:11.450290,0.78,C1089,Spain,5.46
INV502368,SC36715,HEART OF WICKER SMALL,13,2022-11-16 08:46:51.442288,0.82,C1002,United Kingdom,10.66
INV502369,SC37605,NOTEBOOK A7 IVORY,8,2022-11-21 21:46:37.759551,7.48,C1279,USA,59.84
INV502370,SC41174,ALARM CLOCK BAKELIKE PINK,17,2023-01-18 22:44:14.450890,3.48,C1116,United Kingdom,59.16
INV502371,SC19956,FELT CHRISTMAS TREE WITH BAUBLES,9,2023-02-19 21:12:55.595119,1.41,C1097,United Kingdom,12.69
INV502372,SC86373,MAGIC DRAWING SLATE,13,2023-09-29 09:33:48.645729,1.48,C1161,Germany,19.24
INV502373,SC79252,SET 12 COLOUR PENCILS DOLLY GIRL,2,2023-04-28 06:10:09.241848,3.33,C1339,USA,6.66
INV502374,SC71949,CAT BOWL PINK,4,2023-01-15 03:44:23.812762,2.07,C1374,USA,8.28
INV502375,SC72646,HEART OF WICKER SMALL,2,2023-01-26 19:43:55.007001,2.25,C1477,France,4.5
INV502376,SC80017,PACK OF 6 BIRDY GIFT TAGS,4,2023-09-30 06:33:46.485297,0.69,C1297,Netherlands,2.76
INV502377,SC73037,DOORSTOP UNION JACK,18,2023-12-07 12:30:57.971594,0.95,C1403,Germany,17.099999999999998
INV502378,SC99818,RECYCLED ACAPULCO MAT,5,2022-01-13 09:29:29.393878,2.0,C1296,Netherlands,10.0
INV502379,SC16548,SET OF 3 CAKE TINS PANTRY DESIGN,19,2023-04-03 00:41:11.534306,4.11,C1081,Switzerland,78.09
INV502380,SC83294,WHITE HANGING HEART T-LIGHT HOLDER,10,2023-10-19 02:03:00.036007,0.65,C1357,United Kingdom,6.5
INV502381,SC33177,PARTY BUNTING,18,2022-11-23 12:16:33.798759,1.72,C1147,Germany,30.96
INV502382,SC34022,ROUND SNACK BOXES SET OF 4 WOODLAND,10,2023-05-06 13:39:48.717743,4.06,C1005,United Kingdom,40.599999999999994
INV502383,SC15542,ZINC WILLIE WINKIE  CANDLE STICK,5,2022-10-26 05:17:43.652730,5.21,C1377,Germany,26.05
INV502384,SC70428,SMALL HEART FLOWERS HOOK,17,2022-06-03 16:53:40.484096,1.13,C1184,Australia,19.209999999999997
INV502385,SC32740,COLOURING PENCILS BROWN TUBE,13,2023-05-11 23:09:35.395079,4.44,C1425,United Kingdom,57.720000000000006
INV502386,SC69353,MEDIUM CERAMIC TOP STORAGE JAR,17,2023-06-28 19:07:37.291458,9.83,C1251,United Kingdom,167.11
INV502387,SC66532,STAINLESS STEEL KITCHEN COLANDER,9,2023-01-25 05:13:58.967793,7.62,C1024,United Kingdom,68.58
INV502388,SC26052,RECYCLED ACAPULCO MAT,12,2022-02-10 02:28:20.980196,5.17,C1040,United Kingdom,62.04
INV502389,SC57076,PACK OF 6 BIRDY GIFT TAGS,14,2023-11-24 02:31:31.098219,4.24,C1168,United Kingdom,59.36
INV502390,SC63420,PACK OF 72 RETROSPOT CAKE CASES,14,2023-08-20 10:35:27.305461,1.3,C1002,Australia,18.2
INV502391,SC10671,PACK OF 72 RETROSPOT CAKE CASES,8,2022-06-11 03:23:22.120424,3.51,C1363,Germany,28.08
INV502392,SC10163,LARGE LETTER BOX KINGS ROAD,5,2023-11-14 15:01:54.502900,3.59,C1170,Switzerland,17.95
INV502393,SC51424,BAG 250g SWIRLY MARBLES,19,2023-03-04 13:42:24.268853,2.07,C1429,United Kingdom,39.33
INV502394,SC63744,BLUE POLKADOT MADELEINE GIFT BAG,14,2022-01-19 15:59:13.910782,2.54,C1056,Australia,35.56
INV502395,SC80331,FELT CHRISTMAS TREE WITH BAUBLES,9,2023-09-27 12:03:53.326665,4.05,C1082,Germany,36.449999999999996
INV502396,SC20634,STRAWBERRY CERAMIC TRINKET BOX,7,2023-09-23 20:34:02.328465,9.62,C1329,United Kingdom,67.33999999999999
INV502397,SC14798,MEDIUM CERAMIC TOP STORAGE JAR,8,2023-06-05 07:38:35.263052,1.55,C1178,Germany,12.4
INV502398,SC32420,PACK OF 12 LONDON TISSUES,14,2022-12-17 06:45:35.107021,1.35,C1132,USA,18.900000000000002
INV502399,SC39300,IVORY KNITTED MUG COSY,14,2022-08-29 04:20:06.961392,3.26,C1085,United Kingdom,45.64
INV502400,SC99881,PARTY BUNTING,11,2023-06-03 13:38:39.583916,0.92,C1456,Germany,10.120000000000001
INV502401,SC20749,FELT CHRISTMAS TREE WITH BAUBLES,14,2023-07-22 10:06:38.959791,3.12,C1352,USA,43.68
INV502402,SC35121,PACK OF 12 LONDON TISSUES,8,2022-11-16 19:16:50.362072,0.78,C1270,United Kingdom,6.24
INV502403,SC47487,CHRISTMAS GINGHAM STAR,3,2022-10-26 12:17:42.932586,2.52,C1343,Germany,7.5600000000000005
INV502404,SC43361,NOTEBOOK A7 IVORY,18,2023-03-29 15:41:22.336467,3.41,C1093,United Kingdom,61.38
INV502405,SC31223,GINGERBREAD MAN COOKIE CUTTER,3,2023-09-28 02:03:51.886377,0.72,C1381,United Kingdom,2.16
INV502406,SC82930,ZINC WILLIE WINKIE  CANDLE STICK,13,2022-11-08 04:47:11.606321,1.2,C1355,Germany,15.6
INV502407,SC24056,JUMBO STORAGE BAG SUKI,12,2022-05-03 18:54:56.819363,1.73,C1249,United Kingdom,20.759999999999998
,SC38380,SMALL HEART FLOWERS HOOK,15,2022-10-15 10:18:10.298059,1.88,C1294,Netherlands,28.2
INV502409,SC36035,COLOURING PENCILS BROWN TUBE,18,2023-09-28 19:33:50.086017,3.88,C1197,United Kingdom,69.84
INV502410,SC40620,PACK OF 6 BIRDY GIFT TAGS,5,2023-07-24 04:06:34.638927,2.76,C1078,United Kingdom,13.799999999999999
INV502411,SC29877,LARGE CHINESE STYLE BOWL,7,2023-06-11 21:08:19.059811,1.94,C1165,United Kingdom,13.58
INV502412,SC65316,MAGIC DRAWING SLATE,11,2022-02-27 00:27:39.211842,2.3,C1038,United Kingdom,25.299999999999997
INV502413,SC74041,HAND WARMER UNION JACK,11,2022-11-29 08:16:19.395879,0.54,C1307,United Kingdom,5.94
INV502414,SC63352,JUMBO STORAGE BAG SUKI,15,2022-05-12 05:54:35.935187,4.92,C1213,Belgium,73.8
INV502415,SC40911,LUNCH BAG RED RETROSPOT,10,2023-11-14 22:01:53.782756,0.63,C1130,USA,6.3
INV502416,SC42784,MAGIC DRAWING SLATE,15,2022-12-30 16:45:01.980396,5.8,C1156,Portugal,87.0
INV502417,SC13191,CAT BOWL PINK,13,2022-06-17 23:53:05.197039,2.84,C1476,United Kingdom,36.92
INV502418,SC43160,LUNCH BAG RED RETROSPOT,14,2022-07-08 16:52:14.066813,2.75,C1381,Portugal,38.5
INV502419,SC74641,JUMBO BAG WOODLAND ANIMALS,17,2022-03-09 19:27:12.566513,4.16,C1158,USA,70.72
INV502420,SC59723,REGENCY CAKESTAND 3 TIER,13,2022-11-14 04:16:56.843368,6.39,C1492,United Kingdom,83.07
INV502421,SC13631,JUMBO BAG WOODLAND ANIMALS,10,2023-04-19 05:10:31.566313,9.08,C1321,United Kingdom,90.8
INV502422,SC16172,STRAWBERRY CERAMIC TRINKET BOX,1,2022-03-13 00:27:04.644928,2.85,C1226,United Kingdom,2.85
INV502423,SC52080,BLUE POLKADOT MADELEINE GIFT BAG,1,2023-03-05 10:42:22.108421,0.99,C1044,United Kingdom,0.99
INV502424,SC99097,NOTEBOOK A7 IVORY,15,2023-01-18 22:44:14.450890,6.83,C1200,USA,102.45
INV502425,SC30281,PACK OF 72 RETROSPOT CAKE CASES,16,2022-05-19 09:24:18.291658,0.62,C1021,Germany,9.92
INV502426,SC38671,PACK OF 6 BIRDY GIFT TAGS,12,2023-10-19 09:02:59.315863,5.44,C1338,France,65.28
INV502427,SC61431,NATURAL SLATE HEART CHALKBOARD,6,2022-06-02 23:23:42.284456,3.92,C1241,United Kingdom,23.52
INV502428,SC38602,ROUND SNACK BOXES SET OF 4 WOODLAND,6,2023-08-18 06:05:32.706541,7.55,C1228,United Kingdom,45.3
INV502429,SC98789,NOTEBOOK A7 IVORY,12,2023-10-13 06:03:14.438887,7.33,C1393,United Kingdom,87.96000000000001
INV502430,SC61399,GIRLS ALPHABET IRON ON PATCHES,15,2022-07-22 16:51:39.499899,0.66,C1237,USA,9.9
INV502431,SC33472,PARTY BUNTING,4,2022-06-07 22:23:30.042008,3.32,C1148,United Kingdom,13.28
INV502432,SC59230,LARGE CHINESE STYLE BOWL,4,2023-11-09 12:32:07.105421,0.9,C1272,Portugal,3.6
INV502433,SC83616,ALARM CLOCK BAKELIKE PINK,2,2022-08-30 18:50:03.000600,0.75,C1066,United Kingdom,1.5
INV502434,SC17099,PLASTERS IN TIN VINTAGE PAISLEY,12,2023-10-02 18:03:40.364072,2.28,C1006,Germany,27.36
INV502435,SC35431,VINTAGE UNION JACK MEMOBOARD,7,2022-09-22 23:19:05.749149,0.81,C1232,Germany,5.67
INV502436,SC66492,COLOURING PENCILS BROWN TUBE,9,2022-01-28 16:58:51.586317,4.4,C1356,Switzerland,39.6
INV502437,SC57684,DOORMAT NEW ENGLAND,9,2022-03-09 01:57:14.366873,10.92,C1291,United Kingdom,98.28
INV502438,SC40111,FANCY FONT HOME SWEET HOME DOORMAT,8,2023-01-03 15:14:52.258451,3.03,C1255,United Kingdom,24.24
INV502439,SC73936,HEART OF WICKER SMALL,14,2023-05-22 21:39:08.389677,1.3,C1066,United Kingdom,18.2
INV502440,SC32614,GIRLS ALPHABET IRON ON PATCHES,1,2023-01-30 11:13:46.005201,6.06,C1249,USA,6.06
INV502441,SC51991,HEART OF WICKER SMALL,12,2023-09-29 16:33:47.925585,6.25,C1076,United Kingdom,75.0
INV502442,SC80476,LUNCH BAG RED RETROSPOT,2,2022-06-18 17:23:03.396679,4.46,C1488,United Kingdom,8.92
INV502443,SC70920,STAINLESS STEEL KITCHEN COLANDER,13,2023-09-15 02:34:23.932786,3.36,C1413,United Kingdom,43.68
INV502444,SC73530,RED RETROSPOT MINI CASES,4,2022-01-04 22:29:50.278055,6.57,C1086,United Kingdom,26.28
INV502445,SC46224,DOORMAT NEW ENGLAND,18,2023-09-10 00:04:36.535307,1.03,C1251,Switzerland,18.54
INV502446,SC17788,JUMBO STORAGE BAG SUKI,19,2023-03-10 09:42:09.865973,8.55,C1454,USA,162.45000000000002
INV502447,SC38082,PARTY BUNTING,16,2023-03-17 23:41:51.142228,9.32,C1221,United Kingdom,149.12
INV502448,SC99570,CHRISTMAS GINGHAM STAR,14,2023-12-28 16:00:05.761152,6.67,C1412,USA,93.38
INV502449,SC86816,METAL SIGN TAKE IT OR LEAVE IT,8,2022-07-04 07:52:24.868973,1.37,C1071,Netherlands,10.96
INV502450,SC93588,PACK OF 12 LONDON TISSUES,12,2022-05-05 16:24:52.138427,6.36,C1201,United Kingdom,76.32000000000001
INV502451,SC26531,FELT CHRISTMAS TREE WITH BAUBLES,9,2023-08-10 23:05:50.710142,2.57,C1416,USA,23.13
INV502452,SC98340,DOORSTOP UNION JACK,6,2022-07-02 10:22:29.549909,3.21,C1058,France,19.259999999999998
INV502453,SC54857,GINGERBREAD MAN COOKIE CUTTER,18,2023-11-03 09:32:22.228445,6.01,C1275,United Kingdom,108.17999999999999
INV502454,SC20142,MEDIUM CERAMIC TOP STORAGE JAR,2,2023-07-19 08:36:46.521304,0.59,C1220,France,1.18
INV502455,SC58355,JUMBO STORAGE BAG SUKI,8,2022-07-13 08:52:02.544508,1.85,C1156,United Kingdom,14.8
INV502456,SC19866,JUMBO BAG WOODLAND ANIMALS,14,2022-05-30 11:23:50.926185,5.57,C1180,United Kingdom,77.98
INV502457,SC80067,DOORSTOP UNION JACK,6,2022-02-22 15:27:50.014002,5.55,C1212,France,33.3
INV502458,SC74027,COLOURING PENCILS BROWN TUBE,10,2022-06-27 14:52:41.432286,6.17,C1128,Belgium,61.7
INV502459,SC67906,ASSORTED COLOUR BIRD ORNAMENT,8,2022-03-30 05:26:22.156431,1.06,C1242,Netherlands,8.48
INV502460,SC38138,HAND WARMER UNION JACK,17,2022-09-01 12:49:58.679735,4.17,C1417,United Kingdom,70.89
INV502461,SC39956,METAL SIGN TAKE IT OR LEAVE IT,12,2023-12-03 14:01:07.693538,0.98,C1171,USA,11.76
INV502462,SC86295,FANCY FONT HOME SWEET HOME DOORMAT,17,2022-12-01 23:16:12.914582,5.11,C1479,United Kingdom,86.87
INV502463,SC15439,CAT BOWL PINK,13,2022-11-16 22:46:50.002000,1.34,C1364,United Kingdom,17.42
